ay,A,B,cA,cB,r,S_raw,w_star,S_star,err_star,z_pred,_source
0.7045,0.2150985669012144,0.2666604609036392,3.6490314389647103,2.7500872705735,0.2828291272637275,0.2408795139024268,0.6916049457369081,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2175749801942843,0.2643569043324502,3.5961167001235457,2.782764828954189,0.2564095925805973,0.2409659422633672,0.71302976410149,0.231,2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.216806583887321,0.2657025451173355,3.6124060536820286,2.7636071553563597,0.267837280426795,0.2412545645023282,0.7097221170085831,0.231,2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2130775567663908,0.2700179412799348,3.6931268368932817,2.703457611963915,0.3119419297305665,0.2415477490231628,0.6852419704094884,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2178028333747787,0.2642188458178801,3.591308499092273,2.784741383244391,0.2543616120457299,0.2410108395963294,0.7156764243503493,0.231,2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2161739235845411,0.2664156073654964,3.625904842814776,2.753533848443409,0.2752187464455304,0.2412947654750187,0.7049048658460987,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2170239703335677,0.2655760499621273,3.607785943935093,2.765399779620963,0.265909061981938,0.2413000101478475,0.7121435420819499,0.2309999999999999,-2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2117249727823977,0.2710828265598245,3.723108412099121,2.688909447678762,0.3254232123923641,0.2414038996711111,0.6752741888229726,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2120754793822375,0.2708246097161353,3.715302320253793,2.6924266263990897,0.3220171745516782,0.2414500445491864,0.6778757317732892,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2177163711575507,0.2644963451049119,3.5931318562918206,2.780770579659059,0.2562961293421115,0.2411063581312312,0.7160402684833338,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
